"checked_at","status","source_key","source_url","http_status","final_url","source_title","related_mode","expected_source_cluster","detected_source_cluster","related_card_count","card_index","card_match","card_cluster","card_title","card_url","notes"
"2026-05-11T09:54:00","VERIFIED","general_lawyer_selection","https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/?qa=related-content-20260511095359","200","https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/?qa=related-content-20260511095359","איך למצוא עורך דין מומלץ? כיצד לבחור עו""ד טוב | Jus-Tice.co.il","fallback","lawyer_selection","lawyer_selection","0","0","missing","","","","No related cards detected; fallback is acceptable only when source cluster is known."
"2026-05-11T09:54:01","VERIFIED","criminal_drug_offenses","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=related-content-20260511095400","200","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=related-content-20260511095400","עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים | Jus-Tice.co.il","semantic","criminal_law","criminal_law","3","1","match","criminal_law","עורך דין פלילי מפורסם | עורכי הדין הפליליים המובילים בישראל ובעולם (2025)","http://jus-tice.co.il/famous-criminal-defense-lawyer/","Semantic related card passed source/card cluster QA."
"2026-05-11T09:54:01","VERIFIED","criminal_drug_offenses","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=related-content-20260511095400","200","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=related-content-20260511095400","עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים | Jus-Tice.co.il","semantic","criminal_law","criminal_law","3","2","match","criminal_law","עורך דין עבירות כלכליות וצווארון לבן | מהן עבירות כלכליות וצווארון לבן?","http://jus-tice.co.il/economic-crimes-white-collar-lawyer/","Semantic related card passed source/card cluster QA."
"2026-05-11T09:54:01","VERIFIED","criminal_drug_offenses","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=related-content-20260511095400","200","https://jus-tice.co.il/drug-offenses-criminal-lawyer/?qa=related-content-20260511095400","עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים | Jus-Tice.co.il","semantic","criminal_law","criminal_law","3","3","match","criminal_law","עורך דין פלילי מומחה בעבירות מס | מחירון שירותים 2025 + טבלת עונשים","http://jus-tice.co.il/tax-offenses-criminal-lawyer/","Semantic related card passed source/card cluster QA."
"2026-05-11T09:54:02","VERIFIED","real_estate_cost","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=related-content-20260511095401","200","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=related-content-20260511095401","עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין | Jus-Tice.co.il","semantic","real_estate","real_estate","3","1","match","real_estate","חוזה שכירות אונליין (עדכני 2025)","http://jus-tice.co.il/online-rent-agreement/","Semantic related card passed source/card cluster QA."
"2026-05-11T09:54:02","VERIFIED","real_estate_cost","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=related-content-20260511095401","200","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=related-content-20260511095401","עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין | Jus-Tice.co.il","semantic","real_estate","real_estate","3","2","match","real_estate","מחירים עדכניים (2025) ותחזית לשוק הנדל”ן | רכישת נדל”ן בישראל בלווי עורך דין","http://jus-tice.co.il/israel-real-estate-price-forecast/","Semantic related card passed source/card cluster QA."
"2026-05-11T09:54:02","VERIFIED","real_estate_cost","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=related-content-20260511095401","200","https://jus-tice.co.il/real-estate-lawyer-cost-2025/?qa=related-content-20260511095401","עורך דין מכירת דירה מחיר (2025) | תפקידו של עורך הדין בעסקאות מקרקעין | Jus-Tice.co.il","semantic","real_estate","real_estate","3","3","match","real_estate","בעלות על זכויות בנייה בגגות | הלכת בית הדר ע”א 7808/21 והשלכותיה","http://jus-tice.co.il/%D7%91%D7%A2%D7%9C%D7%95%D7%AA-%D7%A2%D7%9C-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%99%D7%94-%D7%91%D7%92%D7%92%D7%95%D7%AA-%D7%94%D7%9C%D7%9B%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%A8/","Semantic related card passed source/card cluster QA."
"2026-05-11T09:54:03","VERIFIED","family_mutual_divorce","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=related-content-20260511095402","200","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=related-content-20260511095402","איך מכינים הסכם לקראת גירושים בהסכמה של בני הזוג | מדריך 2025 + סקירת תהליך פתיחת תיק גירושין בבית הדין הרבני | Jus-Tice.co.il","semantic","family_divorce","family_divorce","3","1","match","family_divorce","מדריך לאישור הסכם גירושין בבתי הדין הרבניים – 55 כללים מעשיים","http://jus-tice.co.il/rabbinical-agreement-approval/","Semantic related card passed source/card cluster QA."
"2026-05-11T09:54:03","VERIFIED","family_mutual_divorce","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=related-content-20260511095402","200","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=related-content-20260511095402","איך מכינים הסכם לקראת גירושים בהסכמה של בני הזוג | מדריך 2025 + סקירת תהליך פתיחת תיק גירושין בבית הדין הרבני | Jus-Tice.co.il","semantic","family_divorce","family_divorce","3","2","match","family_divorce","המלצות 2026 עורך דין לענייני משפחה מומלץ | התייעצות עם עורך דין לענייני משפחה וירושה","http://jus-tice.co.il/most-recommended-family-lawyer/","Semantic related card passed source/card cluster QA."
"2026-05-11T09:54:03","VERIFIED","family_mutual_divorce","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=related-content-20260511095402","200","https://jus-tice.co.il/mutual-divorce-agreement-2025/?qa=related-content-20260511095402","איך מכינים הסכם לקראת גירושים בהסכמה של בני הזוג | מדריך 2025 + סקירת תהליך פתיחת תיק גירושין בבית הדין הרבני | Jus-Tice.co.il","semantic","family_divorce","family_divorce","3","3","match","family_divorce","כיצד יראה בעתיד הליך גירושין – תחזית לשנים הבאות","http://jus-tice.co.il/future-of-divorce-process/","Semantic related card passed source/card cluster QA."
